index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
0790e0692771c8bb7277eae4c036b9d6,2026-03-03T14:53:47Z,'Tsunami',www.bild.de,de,0.9,Drohender Preis-Knall wegen Iran-Krieg - Lebensmittel-Industrie warnt vor „Kosten-Tsunami“,Berlin – Die deutsche Lebensmittel-Industrie warnt wegen des Iran-Kriegs vor explodierenden Kosten für Energie und Transporte – mit möglichen Preiseffekt...,https://www.bild.de/politik/inland/preis-knall-wegen-iran-krieg-lebensmittel-industriewarnt-vor-kosten-tsunami-69a6dfb9674e1629a77d1e82,"https://images.bild.de/69a6dfb9674e1629a77d1e82/0e2d9c1971bcab14842f36f2f40dae63,4e32c419?w=1280",http://web.archive.org/web/20260303213739/https://www.bild.de/politik/inland/preis-knall-wegen-iran-krieg-lebensmittel-industriewarnt-vor-kosten-tsunami-69a6dfb9674e1629a77d1e82,"+++Kranke, Schwangere und Kinder dürfen mit Erster deutscher Rückholflug startet Mittwoch aus dem Oman
+++Kranke, Schwangere und Kinder dürfen mit Erster deutscher Rückholflug startet Mittwoch aus d… [+838 chars]",,Drohender Preis-Knall wegen Iran-Krieg - Lebensmittel-Industrie warnt vor „Kosten-Tsunami“. Berlin – Die deutsche Lebensmittel-Industrie warnt wegen des Iran-Kriegs vor explodierenden Kosten für Energie und Transporte – mit möglichen Preiseffekt...,Impending price hike due to Iran war - food industry warns of “cost tsunami”. Berlin - The German food industry warns of exploding costs for energy and transport due to the Iran war - with a possible price effect...,"AMBULA pretium impendens propter bellum Irania - cibum industriae monet ""cost tsunami"". Berlin - In industria cibi Germanorum monet ut sumptus energiae et onerariae ex Iraniano bello explodendis - possibili pretio effectus...",2026-03-05 21:04:13+00:00
df3185e18ffdabf5c409714018a356af,2026-03-02T14:01:00Z,'Tsunami',www.freitag.de,de,0.9,Grönland: Gletschersturz in Dickson Fjord löst Tsunami mit 110 Meter hohen Wellen aus,"Grünes Wissen to go: Der Permafrost taut auf und lässt Berge einstürzen. Wissenschaftler:innen lösen ein Rätsel, das Seismografen seit 2023 weltweit beschäftigte: ein neun Tage lang andauerndes Erdbeben Es dauerte neun Tage lang und keiner wusste, warum: Am 1…",https://www.freitag.de/autoren/nick-reimer/groenland-gletschersturz-in-dickson-fjord-loest-tsunami-mit-110-meter-wellen-aus,https://www.freitag.de/autoren/nick-reimer/groenland-gletschersturz-in-dickson-fjord-loest-tsunami-mit-110-meter-wellen-aus/@@images/image/great,http://web.archive.org/web/20260302160619/https://www.freitag.de/autoren/nick-reimer/groenland-gletschersturz-in-dickson-fjord-loest-tsunami-mit-110-meter-wellen-aus,"Es dauerte neun Tage lang und keiner wusste, warum: Am 16. September 2023 zeichneten die Messgeräte weltweit ein Erdbeben auf, das sich mit einer Periodendauer von 92 Sekunden fortsetzte. Lange rätse… [+3467 chars]",,"Grönland: Gletschersturz in Dickson Fjord löst Tsunami mit 110 Meter hohen Wellen aus. Grünes Wissen to go: Der Permafrost taut auf und lässt Berge einstürzen. Wissenschaftler:innen lösen ein Rätsel, das Seismografen seit 2023 weltweit beschäftigte: ein neun Tage lang andauerndes Erdbeben Es dauerte neun Tage lang und keiner wusste, warum: Am 1…",Greenland: Glacier collapse in Dickson Fjord triggers tsunami with 110 meter high waves. Green knowledge to go: The permafrost is thawing and causing mountains to collapse. Scientists solve a mystery that has puzzled seismographers worldwide since 2023: an earthquake that lasted nine days. It lasted nine days and no one knew why: On January 1...,Groenlandia: Glacier ruina in Dickson Fjord triggers tsunami cum 110 metro altos fluctus. Viridis scientia ire: Permafrost est tabidaque et causando montes concidere. Scientistae mysterium solvendum quod seismographi terrarum orbis ab anno MMXXIII haesissent haesitabant: terrae motus qui novem dies duravit. Novem dies duravit et nemo scivit quare: Kalendis Ianuariis I...,2026-03-07 08:57:55+00:00
8c7dd75bbb4957cdde7707df40098f59,2026-03-06T06:21:24Z,'Tsunami',www.welt.de,de,0.9,"Mehrfach feuerte die US-Küstenwache, dann versank das japanische Geisterschiff","Millionen Tonnen von Trümmern, welche die riesigen Wellen bei der Tsunami-Katastrophe im März 2011 in Japan ins Meer gerissen hatten, trieben jahrelang im Pazifik. Vieles landete an den Küsten von Hawaii und Alaska. Darunter Geisterschiffe wie die „Ryou-un Ma…",https://www.welt.de/geschichte/article699db5d476d16623d4e8b42a/tsunami-2011-mehrfach-feuerte-die-us-kuestenwache-dann-versank-das-japanische-geisterschiff.html,https://images.welt.de/699db5d476d16623d4e8b42a/97159f09c71051732309486a58b892c9-master/ci16x9-w1200/30699803-jpg,,"Millionen Tonnen von Trümmern, welche die riesigen Wellen bei der Tsunami-Katastrophe im März 2011 in Japan ins Meer gerissen hatten, trieben jahrelang im Pazifik. Vieles landete an den Küsten von Ha… [+4849 chars]",,"Mehrfach feuerte die US-Küstenwache, dann versank das japanische Geisterschiff. Millionen Tonnen von Trümmern, welche die riesigen Wellen bei der Tsunami-Katastrophe im März 2011 in Japan ins Meer gerissen hatten, trieben jahrelang im Pazifik. Vieles landete an den Küsten von Hawaii und Alaska. Darunter Geisterschiffe wie die „Ryou-un Ma…","The US Coast Guard fired several times, then the Japanese ghost ship sank. Millions of tons of debris that were swept into the sea by the huge waves of the tsunami disaster in Japan in March 2011 floated in the Pacific for years. Much ended up on the coasts of Hawaii and Alaska. Including ghost ships like the “Ryou-un Ma…","Coast Cohortis US pluries accensus, deinde navis emissae Iaponicae mersa est. Ingentis tonsorum strages, quae in mare trahebantur ab ingentibus fluctibus calamitatis tsunami in Iaponia mense Martio 2011 in Pacifico per annos nataverunt. Multa finita sunt in ora Hawaii et Alasca. Exspiravit naves comprehendens sicut ""Ryou-un Ma…",2026-03-07 08:57:55+00:00
1adb949d59f05b37be4f1032576278ef,2026-03-11T11:12:00Z,'Tsunami',www.stern.de,de,0.9,15 Jahre nach dem Tsunami: Wie sieht es in der ehemaligen Sperrzone von Fukushima heute aus?,"Schwarze Säcke voller kontaminierter Erde, Geigerzähler am Straßenrand und Lost Places neben Neubauten – so sieht Fukushima heute aus. Unterwegs durch das betroffene Gebiet.",https://www.stern.de/reise/15-jahre-fukushima-unglueck--eine-reise-ins-herz-drei-katastrophen-37208460.html,https://image.stern.de/37208526/t/2K/v2/w1440/r1.7778/-/namietown-schule2.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Schwarze Säcke voller kontaminierter Erde, Geigerzähler am Straßenrand und Lost Places neben Neubauten so sieht Fukushima heute aus. Unterwegs du… [+7277 chars]",,"15 Jahre nach dem Tsunami: Wie sieht es in der ehemaligen Sperrzone von Fukushima heute aus?. Schwarze Säcke voller kontaminierter Erde, Geigerzähler am Straßenrand und Lost Places neben Neubauten – so sieht Fukushima heute aus. Unterwegs durch das betroffene Gebiet.","15 years after the tsunami: What does the former Fukushima exclusion zone look like today? Black bags full of contaminated soil, Geiger counters on the side of the road and lost places next to new buildings - this is what Fukushima looks like today. On the way through the affected area.","15 annis post tsunami: Quid exclusio illa Fukushima zona hodie similis est? Sacculi nigri repleti solo contaminato, calculis Geiger in parte viae et loca amissa iuxta nova aedificia - hoc est quod hodie Fukushima spectat. De itinere per area.",2026-03-12 21:02:48+00:00
e82216bbec968a9eb7f4d286fb487d32,2026-03-12T11:22:22Z,'Tsunami',www.nzz.ch,de,0.9,"BILDSTRECKE - Erdbeben, Tsunami und ein explodierendes Atomkraftwerk in Fukushima – am 11. März 2011 stand in Japan die Zeit still","Japan gedenkt der Dreifachkatastrophe vom März 2011, die mehr als 18 000 Menschenleben gefordert hat. Bilder aus den ersten Tagen nach dem Ereignis zeigen das unglaubliche Ausmass der Zerstörung.",https://www.nzz.ch/fotografie/erdbeben-tsunami-und-ein-explodierendes-atomkraftwerk-in-fukushima-am-11-maerz-2011-stand-in-japan-die-zeit-still-ld.1603896,"https://img.nzz.ch/2021/3/3/48a9de2d-0c35-41e2-9ca3-534660a585e6.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=4023,2263,x0,y128&wmark=nzz",,"Jede Japanerin kann sich genau daran erinnern, wo sie am 11. März 2011 um 14 Uhr 46 war, was sie gerade tat, ebenso jeder Japaner. Damals vor fünfzehn Jahren erschüttert ein gewaltiges Erdbeben den N… [+11392 chars]",,"BILDSTRECKE - Erdbeben, Tsunami und ein explodierendes Atomkraftwerk in Fukushima – am 11. März 2011 stand in Japan die Zeit still. Japan gedenkt der Dreifachkatastrophe vom März 2011, die mehr als 18 000 Menschenleben gefordert hat. Bilder aus den ersten Tagen nach dem Ereignis zeigen das unglaubliche Ausmass der Zerstörung.","IMAGE STRETCH - Earthquake, tsunami and an exploding nuclear power plant in Fukushima – on March 11, 2011, time stood still in Japan. Japan commemorates the triple disaster of March 2011, which claimed more than 18,000 lives. Images from the first days after the event show the incredible extent of the destruction.","IMAGO TRACTUS - Terrae motus, tsunami et explosurae potentiae nuclearis plantae in Fukushima – die 11 Martii 2011, tempus adhuc in Iaponia stetit. Iaponia triplicem calamitatem Martii 2011 commemorat, quae plus quam 18,000 vivit. Imagines a primis diebus post eventum incredibilis interitus ostendunt.",2026-03-13 21:03:20+00:00
0bde2c0ff4ea297a9b810c01da4456b1,2026-03-11T06:27:50Z,'Tsunami',www.stern.de,de,0.9,Atomkatastrophe: 15 Jahre nach Fukushima-GAU: Erinnerung in Japan verblasst,Tausende Menschen fielen im Jahr 2011 in Japan einem verheerenden Erdbeben und Tsunami zum Opfer. Im Atomkraftwerk Fukushima Daiichi kam es zum Super-GAU. Dennoch hält Japan an der Atomkraft fest.,https://www.stern.de/panorama/atomkatastrophe--15-jahre-nach-fukushima-gau--erinnerung-in-japan-verblasst-37210470.html,https://image.stern.de/37210472/t/Mn/v1/w1440/r1.7778/-/11--7e4nw5xdlkv5axs2048jpeg---e3cdd9b89b5ffb15.jpg,http://web.archive.org/web/20260312095236/https://www.stern.de/panorama/atomkatastrophe--15-jahre-nach-fukushima-gau--erinnerung-in-japan-verblasst-37210470.html,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Tausende Menschen fielen im Jahr 2011 in Japan einem verheerenden Erdbeben und Tsunami zum Opfer. Im Atomkraftwerk Fukushima Daiichi kam es zum S… [+2644 chars]",,Atomkatastrophe: 15 Jahre nach Fukushima-GAU: Erinnerung in Japan verblasst. Tausende Menschen fielen im Jahr 2011 in Japan einem verheerenden Erdbeben und Tsunami zum Opfer. Im Atomkraftwerk Fukushima Daiichi kam es zum Super-GAU. Dennoch hält Japan an der Atomkraft fest.,"Nuclear catastrophe: 15 years after the Fukushima meltdown: memories in Japan are fading. Thousands of people fell victim to a devastating earthquake and tsunami in Japan in 2011. A catastrophe occurred at the Fukushima Daiichi nuclear power plant. Nevertheless, Japan is sticking to nuclear power.",Catastrophe nuclearis: XV annis post Fukushima meltdown: memorias in Iaponia evanescunt. Millia hominum victimae terrae motu vastato et tsunami in Iaponia anno 2011 ceciderunt. Calamitas in Fukushima Daiichi facta est in herba nuclearis potentiae. Nihilominus Iaponia potentia nucleari adhaeret.,2026-03-15 20:56:24+00:00
8f0d5fa467af3ad80f27994455f27897,2026-03-11T06:29:15Z,'Tsunami',www.tagesspiegel.de,de,0.9,Atomkatastrophe: 15 Jahre nach Fukushima-GAU: Erinnerung in Japan verblasst,Tausende Menschen fielen im Jahr 2011 in Japan einem verheerenden Erdbeben und Tsunami zum Opfer. Im Atomkraftwerk Fukushima Daiichi kam es zum Super-GAU. Dennoch hält Japan an der Atomkraft fest.,https://www.tagesspiegel.de/gesellschaft/panorama/atomkatastrophe-15-jahre-nach-fukushima-gau-erinnerung-in-japan-verblasst-15339870.html,https://www.tagesspiegel.de/images/15339869/alternates/BASE_16_9_W1400/1773210555000/15-jahre-nach-der-reaktorkatastrophe-von-fukushima-in-japan.jpeg,http://web.archive.org/web/20260312021300/https://www.tagesspiegel.de/gesellschaft/panorama/atomkatastrophe-15-jahre-nach-fukushima-gau-erinnerung-in-japan-verblasst-15339870.html,"Mit Gebeten, Blumen und Kerzen haben Menschen in Japan der Tausenden Opfer des verheerenden Erdbebens und Tsunamis vor 15 Jahren gedacht. Um 14.46 Uhr Ortszeit (6.46 Uhr MEZ) legten sie an vielen Ort… [+2488 chars]",,Atomkatastrophe: 15 Jahre nach Fukushima-GAU: Erinnerung in Japan verblasst. Tausende Menschen fielen im Jahr 2011 in Japan einem verheerenden Erdbeben und Tsunami zum Opfer. Im Atomkraftwerk Fukushima Daiichi kam es zum Super-GAU. Dennoch hält Japan an der Atomkraft fest.,"Nuclear catastrophe: 15 years after the Fukushima meltdown: memories in Japan are fading. Thousands of people fell victim to a devastating earthquake and tsunami in Japan in 2011. A catastrophe occurred at the Fukushima Daiichi nuclear power plant. Nevertheless, Japan is sticking to nuclear power.",Catastrophe nuclearis: XV annis post Fukushima meltdown: memorias in Iaponia evanescunt. Millia hominum victimae terrae motu vastato et tsunami in Iaponia anno 2011 ceciderunt. Calamitas in Fukushima Daiichi facta est in herba nuclearis potentiae. Nihilominus Iaponia potentia nucleari adhaeret.,2026-03-15 20:56:24+00:00
cb32958c91db606c3049ea7675ac3285,2026-03-12T04:30:00Z,'Tsunami',www.nzz.ch,de,0.9,PODCAST «NZZ AKZENT» - Fukushima 15 Jahre nach dem Reaktorunfall: Warum Menschen zurückkehren,Erdbeben – Tsunami – Atomunfall. 15 Jahre später kehren Menschen in das ehemalige Sperrgebiet zurück.,https://www.nzz.ch/podcast/fukushima-15-jahre-spaeter-warum-kehren-menschen-zurueck-nzz-akzent-ld.1928539,"https://img.nzz.ch/2026/03/10/d4c8e36a-fbc8-4516-add6-fb51ea98bbea.jpg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=3000,1687,x0,y905&wmark=nzz",,"Erdbeben Tsunami Atomunfall. 15 Jahre später kehren Menschen in das ehemalige Sperrgebiet zurück.
Kommentieren
Zusammenfassung
Merken
Fukushima 15 Jahre später: Warum kehren Menschen zurück?
Nad… [+1208 chars]",,PODCAST «NZZ AKZENT» - Fukushima 15 Jahre nach dem Reaktorunfall: Warum Menschen zurückkehren. Erdbeben – Tsunami – Atomunfall. 15 Jahre später kehren Menschen in das ehemalige Sperrgebiet zurück.,"PODCAST “NZZ AKZENT” - Fukushima 15 years after the reactor accident: Why people are returning. Earthquake – tsunami – nuclear accident. 15 years later, people are returning to the former restricted area.","PODCAST ""NZZ AKZENT"" - Fukushima XV annis post casus reactor: Cur homines redeunt. Motus terrae - tsunami - casus nuclei. XV annis post, homines ad priorem aream restrictam redeunt.",2026-03-15 20:56:24+00:00
2f9d7be67f0d971bdd819388bd9700a7,2026-03-11T06:29:00Z,'Tsunami',www.n-tv.de,de,0.9,"Beben, Tsunami, Kernschmelze: Fukushima und der lange Schatten der Katastrophe",Am 11. März 2011 ereignet sich in Japan die schlimmste Atomkatastrophe seit Tschernobyl. Die Folgen für Mensch und Umwelt sind verheerend. Auch 15 Jahre später sind weite Teile von Fukushima verstrahlt. Doch die Atomkraft erlebt ein Comeback.,https://www.n-tv.de/mediathek/bilderserien/panorama/Fukushima-und-der-lange-Schatten-der-Katastrophe-id4305374.html,https://www.n-tv.de/img/2984663/1615308147/Img_16_9/1200/2021-03-03T230102Z-2081223321-RC2Z3M9OD50C-RTRMADP-3-JAPAN-FUKUSHIMA-ANNIVERSARY-PETS.jpg,http://web.archive.org/web/20260312031643/https://www.n-tv.de/mediathek/bilderserien/panorama/Fukushima-und-der-lange-Schatten-der-Katastrophe-id4305374.html,Am 11. März 2011 ereignet sich in Japan die schlimmste Atomkatastrophe seit Tschernobyl. Die Folgen für Mensch und Umwelt sind verheerend. Auch 15 Jahre später sind weite Teile von Fukushima verstrah… [+42 chars],,"Beben, Tsunami, Kernschmelze: Fukushima und der lange Schatten der Katastrophe. Am 11. März 2011 ereignet sich in Japan die schlimmste Atomkatastrophe seit Tschernobyl. Die Folgen für Mensch und Umwelt sind verheerend. Auch 15 Jahre später sind weite Teile von Fukushima verstrahlt. Doch die Atomkraft erlebt ein Comeback.","Quake, tsunami, meltdown: Fukushima and the long shadow of catastrophe. On March 11, 2011, the worst nuclear disaster since Chernobyl occurred in Japan. The consequences for people and the environment are devastating. Even 15 years later, large parts of Fukushima are still contaminated. But nuclear power is making a comeback.","Commota, tsunami, meltdown: Fukushima et longa calamitas umbra. Die 11 Martii 2011, pessima nuclearis clades cum Chernobyl in Iaponia facta est. Consequatur hominibus et ambitus vastant. Etiam post XV annos magnae partes Fukushimae adhuc contaminatae sunt. Sed potentia nuclei facit caveas.",2026-03-16 09:43:55+00:00
618ba240d9fbc4c07432433ef1b2ac62,2026-03-15T10:45:12Z,'Tsunami',www.bild.de,de,0.9,Mehrere Fälle dokumentiert - Unesco warnt vor Tsunamis an Frankreichs Küste,UNESCO warnt vor Tsunami-Gefahr im Mittelmeer. Nizza erlebte Fälle; Warnsystem seit zweitausendzwölf.,https://www.bild.de/leben-wissen/wissenschaft/tsunami-gefahr-im-mittelmeer-unesco-warnt-trifft-es-nizza-und-die-cote-dazur-69b67d83a7ebac3232e3bd86,"https://images.bild.de/69b67d83a7ebac3232e3bd86/4eb4c562714950c993fbb68413190925,cdd58a17?w=1280",,TTS-Player überspringenArtikel weiterlesenNizza (Frankreich) Das Mittelmeer gilt vielen als harmlos. Doch Experten warnen: Die Gefahr durch Tsunamis ist real auch an der französischen Küste. Nach Ang… [+2246 chars],,Mehrere Fälle dokumentiert - Unesco warnt vor Tsunamis an Frankreichs Küste. UNESCO warnt vor Tsunami-Gefahr im Mittelmeer. Nizza erlebte Fälle; Warnsystem seit zweitausendzwölf.,Several cases documented - UNESCO warns of tsunamis on France's coast. UNESCO warns of tsunami danger in the Mediterranean. Nice experienced cases; Warning system since two thousand and twelve.,Pluribus exemplis documentis comprobatum est - UNESCO de tsunamis in oram Galliae monet. UNESCO periculum tsunami monet in Mediterraneo. Varum periti casus; Ratio monetae cum bis mille et duodecim.,2026-03-16 21:08:31+00:00
